Time,Icc,Pm,Vwind,D,Pout,Vcc,S1.Pm,S1.Cp,S1.pitch,S1.v_ms,S1.lambda,S1.RPM,S1.rad_s,S1.torque
2.383,2.53271,29.1799,75.6,0.42894,33.7299,13.7054,35.2469,0.197791,15,21,3.36704,6752.1,707.078,0.0412683
2.384,2.58486,41.9497,75.6,0.42912,33.7038,13.7011,35.2203,0.197642,15,21,3.36611,6750.25,706.884,0.0593445
2.385,1.71399,42.65,75.6,0.4293,33.6784,13.6968,35.168,0.197348,15,21,3.3643,6746.61,706.504,0.0603677
2.386,2.5248,29.1531,75.6,0.42948,33.6528,13.6925,35.1576,0.19729,15,21,3.36394,6745.89,706.428,0.0412683
2.387,2.57712,41.7507,75.6,0.42966,33.6269,13.6882,35.1313,0.197142,15,21,3.36303,6744.06,706.236,0.0591172
2.388,1.70904,42.5308,75.6,0.42984,33.6017,13.6838,35.0795,0.196851,15,21,3.36122,6740.44,705.857,0.060254
2.389,2.51756,29.0462,75.6,0.43002,33.5762,13.6795,35.0693,0.196794,15,21,3.36087,6739.73,705.783,0.0411546
2.39,2.56986,41.5522,75.6,0.4302,33.5504,13.6752,35.0433,0.196648,15,21,3.35996,6737.92,705.593,0.0588898
2.391,1.70438,42.3318,75.6,0.43038,33.5253,13.6709,34.9918,0.196359,15,21,3.35817,6734.32,705.217,0.0600267
2.392,2.51072,28.8596,75.6,0.43056,33.5,13.6666,34.9818,0.196303,15,21,3.35782,6733.62,705.143,0.0409273
2.393,2.56302,41.4345,75.6,0.43074,33.4744,13.6622,34.956,0.196158,15,21,3.35693,6731.82,704.955,0.0587761
2.394,1.69998,42.1334,75.6,0.43092,33.4494,13.6579,34.9049,0.195872,15,21,3.35514,6728.25,704.581,0.0597993
2.395,2.50429,28.8336,75.6,0.4311,33.4241,13.6536,34.895,0.195816,15,21,3.3548,6727.56,704.508,0.0409273
2.396,2.55657,41.3172,75.6,0.43128,33.3986,13.6493,34.8695,0.195673,15,21,3.35391,6725.77,704.321,0.0586624
2.397,1.69582,42.0156,75.6,0.43146,33.3736,13.645,34.8187,0.195388,15,21,3.35213,6722.22,703.949,0.0596856
2.398,2.49821,28.6477,75.6,0.43164,33.3485,13.6406,34.809,0.195333,15,21,3.3518,6721.54,703.878,0.0406999
2.399,2.55046,41.1203,75.6,0.43182,33.323,13.6363,34.7836,0.195191,15,21,3.35091,6719.76,703.692,0.058435
2.4,1.69188,41.8982,75.6,0.432,33.2981,13.632,34.7331,0.194908,15,21,3.34914,6716.22,703.321,0.0595719
2.401,2.49242,28.6222,75.6,0.43218,33.273,13.6277,34.7235,0.194854,15,21,3.34881,6715.55,703.251,0.0406999
2.402,2.54465,41.0837,75.6,0.43236,33.2476,13.6234,34.6984,0.194713,15,21,3.34793,6713.78,703.066,0.058435
2.403,1.68812,41.861,75.6,0.43254,33.2228,13.619,34.6481,0.194431,15,21,3.34617,6710.26,702.697,0.0595719
2.404,2.48692,28.4371,75.6,0.43272,33.1978,13.6147,34.6387,0.194378,15,21,3.34584,6709.59,702.627,0.0404725
2.405,1.6976,40.9674,75.6,0.4329,33.1724,13.6104,34.6137,0.194237,15,21,3.34496,6707.84,702.443,0.0583213
2.406,2.49887,28.5874,75.6,0.43308,33.1467,13.6061,34.6073,0.194201,15,21,3.34474,6707.39,702.396,0.0406999
2.407,2.55067,41.0334,75.6,0.43326,33.1208,13.6018,34.5815,0.194057,15,21,3.34384,6705.57,702.206,0.058435
2.408,1.69171,41.8892,75.6,0.43344,33.0955,13.5974,34.5306,0.193771,15,21,3.34205,6702,701.832,0.0596856
2.409,2.49202,28.5615,75.6,0.43362,33.07,13.5931,34.5206,0.193715,15,21,3.3417,6701.29,701.758,0.0406999
2.41,2.54396,40.8367,75.6,0.4338,33.0442,13.5888,34.4951,0.193572,15,21,3.34081,6699.5,701.57,0.0582077
2.411,1.68741,41.6122,75.6,0.43398,33.0191,13.5845,34.4446,0.193289,15,21,3.33903,6695.94,701.197,0.0593445
2.412,2.48573,28.5357,75.6,0.43416,32.9937,13.5802,34.4348,0.193233,15,21,3.33869,6695.25,701.125,0.0406999
2.413,2.53764,40.7999,75.6,0.43434,32.968,13.5758,34.4095,0.193091,15,21,3.3378,6693.46,700.938,0.0582077
2.414,1.68333,41.5748,75.6,0.43452,32.943,13.5715,34.3593,0.19281,15,21,3.33603,6689.92,700.567,0.0593445
2.415,2.47976,28.3508,75.6,0.4347,32.9177,13.5672,34.3496,0.192755,15,21,3.33569,6689.24,700.495,0.0404725
2.416,2.53167,40.6042,75.6,0.43488,32.8921,13.5629,34.3244,0.192614,15,21,3.33481,6687.46,700.31,0.0579803
2.417,1.67947,41.4581,75.6,0.43506,32.8672,13.5586,34.2745,0.192334,15,21,3.33305,6683.94,699.941,0.0592308
2.418,2.4741,28.3255,75.6,0.43524,32.842,13.5542,34.265,0.192281,15,21,3.33271,6683.26,699.87,0.0404725
2.419,2.52597,40.4884,75.6,0.43542,32.8165,13.5499,34.24,0.192141,15,21,3.33183,6681.5,699.685,0.0578666
2.42,1.6758,41.3417,75.6,0.4356,32.7916,13.5456,34.1904,0.191862,15,21,3.33008,6677.99,699.317,0.0591172
2.421,2.4687,28.3003,75.6,0.43578,32.7665,13.5413,34.1809,0.191809,15,21,3.32975,6677.32,699.247,0.0404725
2.422,2.52054,40.373,75.6,0.43596,32.7411,13.537,34.1561,0.19167,15,21,3.32887,6675.56,699.063,0.0577529
2.423,1.67227,41.2256,75.6,0.43614,32.7162,13.5326,34.1068,0.191393,15,21,3.32713,6672.07,698.697,0.0590035
2.424,2.46354,28.1164,75.6,0.43632,32.6912,13.5283,34.0974,0.19134,15,21,3.32679,6671.4,698.627,0.0402451
2.425,2.51536,40.3372,75.6,0.4365,32.6658,13.524,34.0728,0.191202,15,21,3.32592,6669.66,698.445,0.0577529
2.426,1.66891,41.0304,75.6,0.43668,32.641,13.5197,34.0236,0.190926,15,21,3.32419,6666.17,698.08,0.0587761
2.427,2.45861,28.0122,75.6,0.43686,32.616,13.5154,34.0143,0.190874,15,21,3.32386,6665.51,698.01,0.0401315
2.428,2.51037,40.143,75.6,0.43704,32.5907,13.511,33.9898,0.190737,15,21,3.32299,6663.77,697.828,0.0575255
2.429,1.66569,40.8356,75.6,0.43722,32.566,13.5067,33.9409,0.190462,15,21,3.32126,6660.29,697.464,0.0585487
2.43,2.45386,27.9875,75.6,0.4374,32.541,13.5024,33.9317,0.19041,15,21,3.32093,6659.64,697.396,0.0401315
2.431,2.50559,40.0284,75.6,0.43758,32.5158,13.4981,33.9073,0.190274,15,21,3.32007,6657.91,697.214,0.0574119
2.432,1.66257,40.7998,75.6,0.43776,32.4911,13.4938,33.8586,0.19,15,21,3.31834,6654.44,696.851,0.0585487
2.433,2.44929,27.8045,75.6,0.43794,32.4661,13.4894,33.8495,0.189949,15,21,3.31801,6653.79,696.783,0.0399041
2.434,2.50099,39.8348,75.6,0.43812,32.4409,13.4851,33.8252,0.189813,15,21,3.31715,6652.06,696.602,0.0571845
2.435,1.65956,40.764,75.6,0.4383,32.4162,13.4808,33.7767,0.189541,15,21,3.31543,6648.6,696.24,0.0585487
2.436,2.44488,27.8593,75.6,0.43848,32.3913,13.4765,33.7676,0.18949,15,21,3.3151,6647.96,696.172,0.0400178
2.437,2.49652,39.8791,75.6,0.43866,32.3661,13.4722,33.7435,0.189354,15,21,3.31425,6646.24,695.992,0.0572982
2.438,1.65667,40.491,75.6,0.43884,32.3415,13.4678,33.6951,0.189083,15,21,3.31253,6642.79,695.631,0.0582077
2.439,2.44061,27.7558,75.6,0.43902,32.3166,13.4635,33.6861,0.189032,15,21,3.3122,6642.14,695.563,0.0399041
2.44,2.4922,39.607,75.6,0.4392,32.2914,13.4592,33.662,0.188897,15,21,3.31135,6640.42,695.384,0.0569571
2.441,1.65384,40.5347,75.6,0.43938,32.2668,13.4549,33.6139,0.188627,15,21,3.30963,6636.98,695.023,0.0583213
2.442,2.43646,27.7316,75.6,0.43956,32.242,13.4506,33.6049,0.188576,15,21,3.30931,6636.34,694.956,0.0399041
2.443,2.48802,39.5725,75.6,0.43974,32.2168,13.4462,33.5809,0.188442,15,21,3.30846,6634.63,694.777,0.0569571
2.444,1.6511,40.4204,75.6,0.43992,32.1922,13.4419,33.5329,0.188173,15,21,3.30674,6631.19,694.417,0.0582077
2.445,2.43244,27.6284,75.6,0.4401,32.1673,13.4376,33.524,0.188123,15,21,3.30642,6630.55,694.35,0.0397904
2.446,2.48392,39.6169,75.6,0.44028,32.1422,13.4333,33.5001,0.187989,15,21,3.30557,6628.84,694.171,0.0570708
2.447,1.64844,40.2274,75.6,0.44046,32.1176,13.429,33.4523,0.18772,15,21,3.30386,6625.41,693.812,0.0579803
2.448,2.42851,27.4466,75.6,0.44064,32.0928,13.4246,33.4434,0.18767,15,21,3.30354,6624.77,693.745,0.039563
2.449,2.47994,39.4247,75.6,0.44082,32.0677,13.4203,33.4196,0.187537,15,21,3.30269,6623.07,693.566,0.0568434
2.45,2.46855,40.1924,75.6,0.441,32.0431,13.416,33.3719,0.187269,15,21,3.30099,6619.64,693.208,0.0579803
2.451,1.63543,40.0135,75.6,0.44118,32.0191,13.4117,33.323,0.186995,15,21,3.29923,6616.13,692.84,0.0577529
2.452,2.40971,27.3296,75.6,0.44136,31.9949,13.4074,33.3145,0.186947,15,21,3.29893,6615.52,692.776,0.0394493
2.453,2.46127,39.055,75.6,0.44154,31.9703,13.403,33.2916,0.186819,15,21,3.29811,6613.88,692.604,0.0563887
2.454,1.63397,39.8222,75.6,0.44172,31.9463,13.3987,33.245,0.186557,15,21,3.29644,6610.52,692.252,0.0575255
2.455,2.40739,27.3064,75.6,0.4419,31.922,13.3944,33.2368,0.186511,15,21,3.29614,6609.93,692.19,0.0394493
2.456,2.45888,39.022,75.6,0.44208,31.8973,13.3901,33.2139,0.186382,15,21,3.29532,6608.28,692.018,0.0563887
2.457,1.63236,39.7098,75.6,0.44226,31.8732,13.3858,33.1673,0.186121,15,21,3.29365,6604.93,691.666,0.0574119
2.458,2.405,27.2047,75.6,0.44244,31.8488,13.3814,33.159,0.186075,15,21,3.29335,6604.33,691.604,0.0393356
2.459,2.45642,38.9889,75.6,0.44262,31.824,13.3771,33.1361,0.185946,15,21,3.29252,6602.68,691.431,0.0563887
2.46,1.6307,39.7547,75.6,0.4428,31.7998,13.3728,33.0896,0.185685,15,21,3.29085,6599.32,691.079,0.0575255
2.461,2.40255,27.1816,75.6,0.44298,31.7753,13.3685,33.0813,0.185638,15,21,3.29055,6598.72,691.016,0.0393356
2.462,2.45389,38.7986,75.6,0.44316,31.7505,13.3642,33.0583,0.18551,15,21,3.28973,6597.06,690.843,0.0561613
2.463,1.62901,39.5639,75.6,0.44334,31.7263,13.3598,33.0119,0.185249,15,21,3.28805,6593.71,690.491,0.0572982
2.464,2.40002,27.0799,75.6,0.44352,31.7017,13.3555,33.0035,0.185202,15,21,3.28775,6593.1,690.428,0.039222
2.465,2.45129,38.8441,75.6,0.4437,31.6769,13.3512,32.9806,0.185073,15,21,3.28692,6591.45,690.255,0.056275
2.466,1.62727,39.6086,75.6,0.44388,31.6526,13.3469,32.9342,0.184813,15,21,3.28525,6588.09,689.903,0.0574119
2.467,2.39745,27.0569,75.6,0.44406,31.628,13.3426,32.9258,0.184766,15,21,3.28495,6587.48,689.84,0.039222
2.468,2.44866,38.6541,75.6,0.44424,31.6031,13.3382,32.9029,0.184637,15,21,3.28412,6585.82,689.666,0.0560476
2.469,1.62551,39.4181,75.6,0.44442,31.5788,13.3339,32.8566,0.184377,15,21,3.28245,6582.46,689.314,0.0571845
2.47,2.39485,26.9554,75.6,0.4446,31.5541,13.3296,32.8482,0.18433,15,21,3.28214,6581.85,689.25,0.0391083
2.471,2.44597,38.6994,75.6,0.44478,31.5292,13.3253,32.8253,0.184202,15,21,3.28131,6580.19,689.076,0.0561613
2.472,1.62372,39.3844,75.6,0.44496,31.5048,13.321,32.779,0.183942,15,21,3.27964,6576.84,688.725,0.0571845
2.473,2.39218,27.0106,75.6,0.44514,31.4802,13.3166,32.7705,0.183895,15,21,3.27933,6576.22,688.66,0.039222
2.474,2.44324,38.5097,75.6,0.44532,31.4552,13.3123,32.7477,0.183766,15,21,3.2785,6574.56,688.486,0.0559339
2.475,2.4324,39.3506,75.6,0.4455,31.4308,13.308,32.7014,0.183507,15,21,3.27683,6571.2,688.135,0.0571845
2.476,1.61188,39.0954,75.6,0.44568,31.407,13.3037,32.654,0.183241,15,21,3.27511,6567.75,687.774,0.0568434
2.477,2.37508,26.7389,75.6,0.44586,31.3829,13.2994,32.646,0.183196,15,21,3.27482,6567.17,687.712,0.0388809
2.478,2.42634,38.1443,75.6,0.44604,31.3584,13.295,32.6239,0.183071,15,21,3.27401,6565.56,687.543,0.0554792
2.479,1.61109,38.9846,75.6,0.44622,31.3345,13.2907,32.5786,0.182818,15,21,3.27237,6562.26,687.198,0.0567297
2.48,2.37374,26.7165,75.6,0.4464,31.3103,13.2864,32.5707,0.182773,15,21,3.27208,6561.68,687.138,0.0388809
2.481,2.4249,38.2686,75.6,0.44658,31.2857,13.2821,32.5485,0.182649,15,21,3.27128,6560.07,686.969,0.0557066
2.482,1.61008,38.9519,75.6,0.44676,31.2617,13.2778,32.5033,0.182395,15,21,3.26963,6556.76,686.623,0.0567297
2.483,2.37221,26.6161,75.6,0.44694,31.2374,13.2734,32.4953,0.18235,15,21,3.26934,6556.18,686.562,0.0387672
2.484,2.42331,38.1585,75.6,0.44712,31.2127,13.2691,32.473,0.182225,15,21,3.26853,6554.56,686.392,0.0555929
2.485,1.60896,38.9192,75.6,0.4473,31.1886,13.2648,32.4278,0.181971,15,21,3.26688,6551.25,686.045,0.0567297
2.486,2.37054,26.5937,75.6,0.44748,31.1642,13.2605,32.4197,0.181926,15,21,3.26659,6550.66,685.984,0.0387672
2.487,2.42154,38.1263,75.6,0.44766,31.1395,13.2562,32.3974,0.181801,15,21,3.26577,6549.03,685.813,0.0555929
2.488,2.411,38.8863,75.6,0.44784,31.1153,13.2518,32.3522,0.181547,15,21,3.26412,6545.72,685.466,0.0567297
2.489,1.59801,38.6324,75.6,0.44802,31.0917,13.2475,32.3057,0.181286,15,21,3.26243,6542.32,685.11,0.0563887
2.49,2.35471,26.4017,75.6,0.4482,31.0677,13.2432,32.298,0.181243,15,21,3.26214,6541.75,685.051,0.0385398
2.491,2.40571,37.7633,75.6,0.44838,31.0435,13.2389,32.2764,0.181122,15,21,3.26135,6540.17,684.885,0.0551381
2.492,1.59773,38.5227,75.6,0.44856,31.0197,13.2346,32.232,0.180873,15,21,3.25973,6536.91,684.544,0.056275
2.493,2.35414,26.3021,75.6,0.44874,30.9956,13.2302,32.2244,0.18083,15,21,3.25945,6536.36,684.486,0.0384262
2.494,2.40502,37.732,75.6,0.44892,30.9712,13.2259,32.2027,0.180708,15,21,3.25866,6534.76,684.319,0.0551381
2.495,1.59719,38.413,75.6,0.4491,30.9473,13.2216,32.1583,0.180459,15,21,3.25703,6531.5,683.977,0.0561613
2.496,2.35328,26.3581,75.6,0.44928,30.9231,13.2173,32.1505,0.180415,15,21,3.25675,6530.93,683.917,0.0385398
2.497,2.40407,37.7784,75.6,0.44946,30.8986,13.213,32.1287,0.180293,15,21,3.25595,6529.33,683.75,0.0552518
2.498,1.5965,38.4587,75.6,0.44964,30.8746,13.2086,32.0843,0.180043,15,21,3.25432,6526.06,683.407,0.056275
2.499,2.35222,26.2584,75.6,0.44982,30.8503,13.2043,32.0764,0.179999,15,21,3.25403,6525.48,683.347,0.0384262
2.5,2.40292,37.6692,75.6,0.45,30.8257,13.2,32.0546,0.179877,15,21,3.25323,6523.87,683.178,0.0551381
2.501,2.39283,38.3489,75.6,0.45018,30.8016,13.1957,32.0101,0.179627,15,21,3.25159,6520.59,682.835,0.0561613
2.502,1.58612,38.2515,75.6,0.45036,30.7781,13.1914,31.9644,0.179371,15,21,3.24991,6517.22,682.482,0.0560476
2.503,2.33721,26.0677,75.6,0.45054,30.7543,13.187,31.9568,0.179328,15,21,3.24963,6516.66,682.423,0.0381988
2.504,2.38808,37.2307,75.6,0.45072,30.7301,13.1827,31.9356,0.179209,15,21,3.24885,6515.1,682.259,0.0545697
2.505,1.58615,38.065,75.6,0.4509,30.7064,13.1784,31.8919,0.178964,15,21,3.24724,6511.87,681.922,0.0558202
2.506,2.33709,26.0464,75.6,0.45108,30.6824,13.1741,31.8844,0.178922,15,21,3.24697,6511.32,681.864,0.0381988
2.507,2.38786,37.2776,75.6,0.45126,30.6581,13.1698,31.8631,0.178802,15,21,3.24618,6509.74,681.699,0.0546834
2.508,1.58589,38.0337,75.6,0.45144,30.6342,13.1654,31.8193,0.178556,15,21,3.24457,6506.5,681.36,0.0558202
2.509,2.33666,26.0249,75.6,0.45162,30.6101,13.1611,31.8117,0.178514,15,21,3.24429,6505.94,681.301,0.0381988
2.51,2.38732,37.2467,75.6,0.4518,30.5857,13.1568,31.7902,0.178393,15,21,3.24349,6504.35,681.134,0.0546834
2.511,1.58546,38.0021,75.6,0.45198,30.5617,13.1525,31.7464,0.178147,15,21,3.24187,6501.11,680.794,0.0558202
2.512,2.33597,26.0806,75.6,0.45216,30.5375,13.1482,31.7387,0.178104,15,21,3.24159,6500.53,680.734,0.0383125
2.513,2.38653,37.2157,75.6,0.45234,30.513,13.1438,31.7171,0.177983,15,21,3.24079,6498.94,680.567,0.0546834
2.514,2.37645,37.9704,75.6,0.45252,30.4889,13.1395,31.6732,0.177737,15,21,3.23917,6495.68,680.226,0.0558202
2.515,1.57544,37.8735,75.6,0.4527,30.4654,13.1352,31.6281,0.177484,15,21,3.2375,6492.33,679.876,0.0557066
2.516,2.3215,25.8136,75.6,0.45288,30.4417,13.1309,31.6206,0.177442,15,21,3.23722,6491.78,679.818,0.0379714
2.517,2.37204,37.0113,75.6,0.45306,30.4175,13.1266,31.5997,0.177324,15,21,3.23645,6490.22,679.655,0.054456
2.518,1.57568,37.7653,75.6,0.45324,30.3939,13.1222,31.5566,0.177082,15,21,3.23485,6487.02,679.319,0.0555929
2.519,2.32166,25.7925,75.6,0.45342,30.37,13.1179,31.5492,0.177041,15,21,3.23458,6486.47,679.261,0.0379714
2.52,2.37208,36.9809,75.6,0.4536,30.3457,13.1136,31.5281,0.176923,15,21,3.23379,6484.9,679.097,0.054456
2.521,2.36251,37.7342,75.6,0.45378,30.3219,13.1093,31.4849,0.17668,15,21,3.23219,6481.68,678.76,0.0555929
2.522,1.56639,37.5607,75.6,0.45396,30.2987,13.105,31.4405,0.176431,15,21,3.23054,6478.37,678.413,0.0553655
2.523,2.30826,25.6039,75.6,0.45414,30.2751,13.1006,31.4333,0.17639,15,21,3.23027,6477.83,678.357,0.037744
2.524,2.35883,36.7006,75.6,0.45432,30.2512,13.0963,31.4127,0.176275,15,21,3.22951,6476.3,678.197,0.0541149
2.525,1.56708,37.3762,75.6,0.4545,30.2277,13.092,31.3702,0.176037,15,21,3.22792,6473.13,677.864,0.0551381
2.526,2.30906,25.6603,75.6,0.45468,30.204,13.0877,31.3631,0.175997,15,21,3.22766,6472.6,677.809,0.0378577
2.527,2.35951,36.6708,75.6,0.45486,30.1799,13.0834,31.3424,0.17588,15,21,3.22689,6471.05,677.647,0.0541149
2.528,1.5674,37.3457,75.6,0.45504,30.1563,13.079,31.2997,0.175641,15,21,3.2253,6467.86,677.313,0.0551381
2.529,2.30947,25.5624,75.6,0.45522,30.1324,13.0747,31.2924,0.1756,15,21,3.22502,6467.31,677.256,0.037744
2.53,2.35982,36.6408,75.6,0.4554,30.1082,13.0704,31.2716,0.175483,15,21,3.22425,6465.75,677.092,0.0541149
2.531,2.35018,37.3151,75.6,0.45558,30.0844,13.0661,31.2288,0.175243,15,21,3.22265,6462.55,676.757,0.0551381
2.532,1.55838,37.2192,75.6,0.45576,30.0612,13.0618,31.1848,0.174996,15,21,3.22101,6459.26,676.412,0.0550244
2.533,2.29644,25.3746,75.6,0.45594,30.0377,13.0574,31.1777,0.174956,15,21,3.22074,6458.72,676.356,0.0375167
2.534,2.34674,36.3617,75.6,0.45612,30.0138,13.0531,31.1574,0.174842,15,21,3.21998,6457.2,676.196,0.0537739
2.535,1.5592,37.1123,75.6,0.4563,29.9904,13.0488,31.1153,0.174606,15,21,3.2184,6454.04,675.865,0.0549107
2.536,2.29744,25.431,75.6,0.45648,29.9667,13.0445,31.1082,0.174566,15,21,3.21814,6453.51,675.81,0.0376303
2.537,2.34762,36.3322,75.6,0.45666,29.9426,13.0402,31.0877,0.174451,15,21,3.21737,6451.97,675.648,0.0537739
2.538,2.3384,37.1589,75.6,0.45684,29.9191,13.0358,31.0454,0.174214,15,21,3.21579,6448.79,675.316,0.0550244
2.539,1.5507,36.9098,75.6,0.45702,29.896,13.0315,31.002,0.17397,15,21,3.21416,6445.53,674.974,0.0546834
2.54,2.28517,25.244,75.6,0.4572,29.8726,13.0272,30.9951,0.173931,15,21,3.2139,6445,674.919,0.037403
2.541,2.33547,36.1311,75.6,0.45738,29.8489,13.0229,30.975,0.173819,15,21,3.21315,6443.5,674.761,0.0535465
2.542,1.55182,36.8803,75.6,0.45756,29.8256,13.0186,30.9334,0.173585,15,21,3.21158,6440.36,674.433,0.0546834
2.543,2.28662,25.2238,75.6,0.45774,29.802,13.0142,30.9265,0.173546,15,21,3.21132,6439.84,674.378,0.037403
2.544,2.3368,36.1787,75.6,0.45792,29.7781,13.0099,30.9062,0.173433,15,21,3.21056,6438.31,674.219,0.0536602
2.545,2.32759,36.8505,75.6,0.4581,29.7546,13.0056,30.8644,0.173198,15,21,3.20899,6435.16,673.888,0.0546834
2.546,1.54373,36.6022,75.6,0.45828,29.7317,13.0013,30.8215,0.172957,15,21,3.20737,6431.92,673.549,0.0543423
2.547,2.27493,25.1907,75.6,0.45846,29.7084,12.997,30.8147,0.172919,15,21,3.20712,6431.4,673.495,0.037403
2.548,2.32505,35.9018,75.6,0.45864,29.6848,12.9926,30.7949,0.172808,15,21,3.20637,6429.91,673.338,0.0533191
2.549,1.54509,36.6495,75.6,0.45882,29.6616,12.9883,30.7537,0.172577,15,21,3.20482,6426.79,673.012,0.054456
2.55,2.27673,25.1706,75.6,0.459,29.6381,12.984,30.7469,0.172539,15,21,3.20456,6426.28,672.958,0.037403
2.551,2.32671,35.9496,75.6,0.45918,29.6142,12.9797,30.7269,0.172426,15,21,3.2038,6424.76,672.799,0.0534328
2.552,2.31782,36.6201,75.6,0.45936,29.5909,12.9754,30.6855,0.172194,15,21,3.20224,6421.63,672.471,0.054456
2.553,1.53731,36.5253,75.6,0.45954,29.568,12.971,30.6429,0.171955,15,21,3.20063,6418.4,672.133,0.0543423
2.554,2.26551,24.9086,75.6,0.45972,29.5448,12.9667,30.6362,0.171918,15,21,3.20038,6417.89,672.08,0.0370619
2.555,2.31559,35.75,75.6,0.4599,29.5212,12.9624,30.6166,0.171808,15,21,3.19964,6416.41,671.924,0.0532054
2.556,1.53885,36.4199,75.6,0.46008,29.4981,12.9581,30.5758,0.171578,15,21,3.19809,6413.31,671.6,0.0542286
2.557,2.26756,24.8888,75.6,0.46026,29.4746,12.9538,30.5691,0.171541,15,21,3.19784,6412.8,671.546,0.0370619
2.558,2.31752,35.6452,75.6,0.46044,29.4509,12.9494,30.5492,0.171429,15,21,3.19709,6411.29,671.389,0.0530918
2.559,2.30857,36.4671,75.6,0.46062,29.4275,12.9451,30.5082,0.171199,15,21,3.19553,6408.17,671.062,0.0543423
2.56,1.53132,36.22,75.6,0.4608,29.4047,12.9408,30.466,0.170962,15,21,3.19393,6404.96,670.725,0.0540012
2.561,2.25669,24.7802,75.6,0.46098,29.3816,12.9365,30.4593,0.170925,15,21,3.19368,6404.45,670.673,0.0369482
2.562,2.30657,35.4465,75.6,0.46116,29.3581,12.9322,30.4399,0.170816,15,21,3.19294,6402.97,670.518,0.0528644
2.563,1.533,36.1913,75.6,0.46134,29.335,12.9278,30.3994,0.170589,15,21,3.1914,6399.89,670.194,0.0540012
2.564,2.25895,24.7605,75.6,0.46152,29.3116,12.9235,30.3928,0.170552,15,21,3.19115,6399.38,670.141,0.0369482
2.565,2.30869,35.4945,75.6,0.4617,29.2879,12.9192,30.3731,0.170441,15,21,3.1904,6397.88,669.984,0.0529781
2.566,2.30001,36.2385,75.6,0.46188,29.2646,12.9149,30.3324,0.170213,15,21,3.18885,6394.77,669.659,0.0541149
2.567,1.52567,35.916,75.6,0.46206,29.2418,12.9106,30.2905,0.169977,15,21,3.18725,6391.57,669.324,0.0536602
2.568,2.24836,24.5762,75.6,0.46224,29.2187,12.9062,30.2839,0.169941,15,21,3.187,6391.07,669.271,0.0367208
2.569,2.29821,35.2203,75.6,0.46242,29.1952,12.9019,30.2646,0.169832,15,21,3.18627,6389.59,669.117,0.052637
2.57,1.52744,35.9637,75.6,0.4626,29.1722,12.8976,30.2244,0.169607,15,21,3.18473,6386.52,668.795,0.0537739
2.571,2.25077,24.5568,75.6,0.46278,29.1489,12.8933,30.2178,0.16957,15,21,3.18448,6386.01,668.742,0.0367208
2.572,2.30048,35.2683,75.6,0.46296,29.1252,12.889,30.1983,0.16946,15,21,3.18374,6384.52,668.585,0.0527507
2.573,2.29171,36.0109,75.6,0.46314,29.102,12.8846,30.1578,0.169233,15,21,3.18219,6381.42,668.26,0.0538876
2.574,1.52026,35.7651,75.6,0.46332,29.0792,12.8803,30.1162,0.169,15,21,3.1806,6378.23,667.926,0.0535465
2.575,2.2404,24.5249,75.6,0.4635,29.0562,12.876,30.1097,0.168963,15,21,3.18035,6377.73,667.874,0.0367208
2.576,2.29003,35.0709,75.6,0.46368,29.0328,12.8717,30.0905,0.168855,15,21,3.17962,6376.25,667.72,0.0525233
2.577,2.28172,35.7369,75.6,0.46386,29.0098,12.8674,30.0506,0.168631,15,21,3.17809,6373.19,667.399,0.0535465
2.578,1.51381,35.6433,75.6,0.46404,28.9872,12.863,30.0095,0.168401,15,21,3.17651,6370.03,667.068,0.0534328
2.579,2.23098,24.4176,75.6,0.46422,28.9644,12.8587,30.0032,0.168366,15,21,3.17627,6369.55,667.017,0.0366072
2.58,2.28069,34.7985,75.6,0.4644,28.9412,12.8544,29.9844,0.16826,15,21,3.17555,6368.1,666.865,0.0521823
2.581,1.51606,35.6155,75.6,0.46458,28.9184,12.8501,29.9449,0.168038,15,21,3.17403,6365.06,666.547,0.0534328
2.582,2.23407,24.4743,75.6,0.46476,28.8953,12.8458,29.9386,0.168003,15,21,3.17379,6364.57,666.496,0.0367208
2.583,2.28362,34.9227,75.6,0.46494,28.8718,12.8414,29.9194,0.167895,15,21,3.17305,6363.09,666.342,0.0524096
2.584,2.27515,35.5874,75.6,0.46512,28.8488,12.8371,29.8797,0.167672,15,21,3.17152,6360.03,666.021,0.0534328
2.585,1.5095,35.4183,75.6,0.4653,28.8262,12.8328,29.8388,0.167443,15,21,3.16995,6356.87,665.69,0.0532054
2.586,2.22461,24.2915,75.6,0.46548,28.8034,12.8285,29.8324,0.167407,15,21,3.16971,6356.38,665.639,0.0364935
2.587,2.27407,34.7266,75.6,0.46566,28.7801,12.8242,29.8137,0.167302,15,21,3.16898,6354.93,665.487,0.0521823
2.588,2.266,35.3906,75.6,0.46584,28.7573,12.8198,29.7744,0.167081,15,21,3.16747,6351.89,665.169,0.0532054
2.589,1.50358,35.222,75.6,0.46602,28.7349,12.8155,29.7339,0.166854,15,21,3.16591,6348.76,664.841,0.0529781
2.59,2.21595,24.185,75.6,0.4662,28.7123,12.8112,29.7278,0.16682,15,21,3.16567,6348.29,664.791,0.0363798
2.591,2.26551,34.6069,75.6,0.46638,28.6892,12.8069,29.7093,0.166716,15,21,3.16496,6346.86,664.641,0.0520686
